,position of first of a pair,position of second of a pair,score of first of a pair,token before the pair,score of the token before the pair,position of max score in saliency map,max score in saliency map,max score token,sum of score between pair,which smile
32,27,29,1.246343158587873e-32,c,7.888928034357157e-30,28,1.0,Cl,1.0,9
33,14,33,0.0,c,0.0,32,1.0,Cl,1.0,9
34,11,13,0.0003285628044977784,C,0.0037111632991582155,9,0.9691897034645081,C,0.021455729380249977,10
35,4,17,1.9445749330770923e-06,C,2.6523885026108474e-06,16,0.7652252316474915,1,0.9999748468399048,10
36,29,31,7.105750410119072e-05,c,0.0006843841983936727,30,0.880714476108551,O,0.880714476108551,10
37,22,36,3.672050752356881e-08,c,3.14967030234925e-09,35,0.9997785687446594,O,0.9999996423721313,10
38,10,13,1.2562682968564332e-05,C,1.3423202993578798e-08,12,0.9999854564666748,O,0.9999868273735046,11
39,19,21,8.471937991483185e-22,c,4.819729031722145e-23,5,0.9999983310699463,=,9.809828921124724e-22,11
40,22,24,5.805488646306906e-16,c,2.3074963028659953e-14,23,1.0,Cl,1.0,12
41,15,28,5.113876613904722e-05,c,3.737183942575939e-05,23,0.9512096047401428,Cl,0.997948408126831,12
42,7,31,1.2493329938287334e-12,c,1.2561666117016923e-12,29,0.5165102481842041,o,1.0,12
43,4,15,4.4540202621501206e-15,C,8.703062362712963e-16,14,0.9992432594299316,1,1.0,13
44,25,27,7.701200788190476e-11,C,8.93276563829204e-11,26,1.0,F,1.0,13
45,28,30,4.903331430120006e-14,),1.4314474085230788e-12,29,1.0,F,1.0,13
46,23,32,1.1861889106512535e-06,C,3.474452228147129e-07,31,0.9996232986450195,F,0.9997791051864624,13
47,17,20,8.527295904059429e-06,C,1.591475040640944e-08,19,0.9999914169311523,O,0.9999914169311523,14
48,30,32,1.3434614629659336e-06,C,2.2143140654407034e-09,31,0.9999986886978149,N,0.9999986886978149,14
49,26,35,9.539071599675222e-15,c,1.5468548769982535e-16,34,0.9797443151473999,O,0.9999999403953552,14
50,8,39,2.1492611267603934e-05,c,3.2807261050038505e-06,10,0.6747698783874512,2,0.7198413610458374,14
51,11,14,1.1709260643066096e-15,C,1.8759334428996893e-19,13,1.0,O,1.0,15
52,20,22,7.353956887539603e-39,c,2.8754644487945246e-42,21,1.0,Br,1.0,15
53,7,26,5.2876778476596e-13,c,2.8878290682160176e-14,21,0.9780445694923401,Br,0.9999998807907104,15
54,3,5,0.20951342582702637,C,0.10485834628343582,4,0.5171511173248291,C,0.5171511173248291,16
55,7,9,0.10147330909967422,C,0.3859221041202545,8,0.43389829993247986,C,0.43389829993247986,16
56,12,15,1.0380155623934684e-09,C,4.354816854346133e-12,14,1.0,O,1.0,16
57,25,27,1.4636121350804083e-18,C,1.9287062181724823e-14,26,1.0,F,1.0,16
58,28,30,1.2728089201890095e-30,),5.53220246560037e-16,29,1.0,F,1.0,16
59,22,32,1.9625070457607308e-09,N,4.116371687956644e-09,31,0.9999681711196899,F,0.999980092048645,16
60,9,13,1.0035036495346927e-15,c,2.426954369239361e-17,12,0.9999995231628418,N,0.9999999403953552,17
61,3,18,7.16197837391519e-06,C,2.427250933578762e-07,17,0.9723729491233826,1,0.9999828934669495,17
62,26,28,4.094488149138792e-14,c,1.9834501269601172e-14,27,1.0,Cl,1.0,17
63,11,14,1.7419610230717808e-05,C,1.7276533981203102e-07,13,0.9999822378158569,O,0.9999824166297913,18
64,20,25,3.1531218608327194e-11,c,5.119051883772929e-13,24,0.9060712456703186,N,1.0,18
65,8,29,3.644800390320557e-13,c,2.323216768498914e-15,23,1.0,#,1.0,18
66,25,28,3.121342828649176e-08,C,2.6263094810019538e-08,27,0.9999998807907104,O,0.9999999403953552,19
67,22,37,4.478267427298222e-16,c,2.11146329955439e-18,36,0.9999996423721313,4,0.9999999403953552,19
68,15,41,0.0024987999349832535,c,3.365208613104187e-06,40,0.9882428050041199,3,0.9943721294403076,19
69,8,44,5.639842584059807e-07,c,1.7669107421625085e-07,43,0.9796145558357239,2,0.9999986290931702,19
70,3,5,0.20951342582702637,C,0.10485834628343582,4,0.5171511173248291,C,0.5171511173248291,20
71,10,13,4.769953876326838e-10,C,5.283615212015036e-10,12,1.0,O,1.0,20
72,16,18,1.2121810499809982e-10,N,2.2545061995060678e-07,8,0.37509143352508545,N,9.512704082226264e-07,20
73,20,23,3.6236035612091655e-06,C,2.0727634886252844e-10,22,0.9999964237213135,O,0.9999964237213135,20
74,6,8,0.06774595379829407,c,0.09000425785779953,7,0.5682995915412903,C,0.5682995915412903,21
75,13,16,0.00021604144421871752,C,3.749544674747085e-08,15,0.9997790455818176,O,0.9997839331626892,21
76,20,22,2.358129495405592e-05,C,4.8419853015957415e-08,21,0.999976396560669,O,0.999976396560669,21
77,11,30,0.000684419646859169,c,1.9691246052389033e-05,29,0.9414070248603821,2,0.9985843896865845,21
78,7,9,0.09112750738859177,c,0.21423326432704926,8,0.4873117506504059,C,0.4873117506504059,22
79,18,20,0.00907336175441742,c,0.001939935958944261,19,0.7872657179832458,C,0.7872657179832458,22
80,22,24,9.972327461582609e-06,c,6.213559390744194e-05,23,0.9989181756973267,N,0.9989181756973267,22
81,26,28,4.800362489731924e-07,c,0.010928633622825146,27,0.9890585541725159,C,0.9890585541725159,22
82,11,31,6.028348309428111e-08,c,1.0844307674062748e-08,30,0.9347185492515564,2,0.9999993443489075,22
83,7,9,0.09112750738859177,c,0.21423326432704926,8,0.4873117506504059,C,0.4873117506504059,23
84,14,17,7.381418072327506e-07,C,5.517601930904448e-09,16,0.9999992847442627,O,0.9999992847442627,23
85,11,32,0.0005052571650594473,c,2.327620388098417e-11,31,0.5806615948677063,3,0.9979653358459473,23
86,10,13,9.680025669922543e-09,C,5.129452418373148e-10,12,1.0,O,1.0,24
87,19,29,1.5102223187568597e-06,n,0.0045047951862216,2,0.9624482989311218,#,0.004277748987078667,24
88,10,12,0.011958648450672626,N,0.014974656514823437,11,0.9088455438613892,C,0.9088455438613892,25
89,22,25,6.097222285461612e-05,C,1.625194818188902e-05,24,0.9999029636383057,O,0.9999222159385681,25
90,8,37,6.752485660399543e-06,c,6.126457674504593e-10,36,0.6818040013313293,2,0.9999931454658508,25
91,16,20,4.719541720987763e-06,c,1.7174393462937587e-07,19,0.9154050350189209,N,0.9999929666519165,26
92,22,31,0.001748054870404303,c,0.029534602537751198,30,0.6094281077384949,3,0.8606985807418823,26
93,9,34,1.6747762856539339e-06,c,7.25050540495431e-07,32,0.7129219770431519,o,0.9999365210533142,26
94,8,10,0.003346748650074005,c,0.008116072975099087,2,0.8411507606506348,S,0.10890578478574753,27
95,14,17,0.00020329577091615647,C,1.6738370050006779e-06,16,0.9997922778129578,O,0.9997943639755249,27
96,12,30,2.6101295702574134e-07,c,5.832891147861119e-08,2,0.9359750151634216,S,0.06332727521657944,27
97,6,9,2.87388228770169e-08,C,4.757696459023464e-10,8,1.0,O,1.0,28
98,16,22,2.3926052805656184e-10,N,6.688074094540752e-09,21,0.9999914169311523,2,1.0,28
99,3,26,2.6107829853572184e-07,C,3.4712519525470498e-09,22,0.7521648406982422,),0.9999992251396179,28
100,34,37,0.6411665081977844,c,5.526825407287106e-05,34,0.6411665081977844,(,0.3586815893650055,28
101,9,12,0.0008203137549571693,C,4.700000863522291e-05,11,0.9988788962364197,O,0.9991325736045837,29
102,6,25,1.8965648607149888e-08,c,1.2533953909488194e-11,15,0.9969731569290161,s,1.0,29
103,7,10,0.00018735553021542728,C,0.0002295508311362937,9,0.999485969543457,O,0.9995715022087097,30
104,17,21,1.5962099197963653e-08,2,8.241289428667642e-09,20,1.0,1,1.0,30
105,4,7,1.6484161733387737e-06,C,9.188854122044177e-09,6,0.9999972581863403,O,0.9999983310699463,31
106,17,20,4.2271744860045146e-07,C,1.3616650862413593e-10,19,0.9999995231628418,O,0.9999995231628418,31
107,24,27,7.754119724268094e-05,C,3.726254931279982e-07,26,0.9999213218688965,O,0.9999216794967651,31
108,14,37,1.4165700834567474e-09,c,4.210359816868292e-13,1,0.9811721444129944,C,6.385297846023263e-10,31
109,8,11,2.072242568829097e-05,S,0.0002876591752283275,10,0.9996911287307739,O,0.9996916651725769,32
110,12,15,4.187250306131318e-05,),2.106501995058352e-07,14,0.9999418258666992,O,0.9999577403068542,32
111,6,26,0.0,c,0.0,25,1.0,F,1.0,32
112,5,8,1.7613840554986382e-06,C,1.5560241897055738e-13,7,0.9999980926513672,O,0.9999982714653015,33
113,14,16,1.0434856543986536e-18,1,2.310568625318865e-08,15,1.0,Cl,1.0,33
114,3,18,2.152703861996458e-28,N,5.44770710740561e-29,17,1.0,Cl,1.0,33
115,24,26,7.959389034363842e-15,c,3.270641743546854e-11,25,1.0,F,1.0,33
116,28,30,4.1520958893315196e-10,c,1.121870774056788e-08,29,1.0,F,1.0,33
117,17,20,1.7737441515564e-09,C,1.5470348557755642e-08,19,1.0,O,1.0,34
118,14,29,0.0009972439147531986,c,0.00018273305613547564,28,0.9231188297271729,3,0.9974550604820251,34
119,31,33,0.00036807756987400353,n,0.9219244122505188,30,0.9219244122505188,n,0.07217228412628174,34
120,8,36,4.462291599338641e-06,c,7.530579750891775e-06,35,0.9719359278678894,2,0.99996018409729,34
121,21,24,1.0590866529826794e-16,C,6.476671927202837e-21,23,1.0,O,1.0,35
122,18,33,1.693191475915512e-09,n,2.303765844757777e-09,12,0.9984893798828125,s,0.0014274738496169448,35
123,35,38,1.822229162267569e-13,c,1.219219753673432e-16,37,1.0,O,1.0,35
124,7,42,5.740365322838559e-14,c,1.0391381562190917e-14,41,1.0,3,1.0,35
125,8,11,7.484959180237283e-11,C,7.302361162584911e-14,10,0.9999998807907104,O,0.9999998807907104,36
126,17,20,1.1911053661606275e-05,C,2.316579705841093e-10,19,0.9999880790710449,O,0.9999880790710449,36
127,26,28,6.708653970667381e-19,c,1.5421607924581376e-17,27,1.0,F,1.0,36
128,4,33,9.684504797922796e-22,1,8.292190922409912e-23,32,1.0,Cl,1.0,36
129,9,12,7.568191904283594e-06,C,6.094796276556735e-07,11,0.9905803799629211,O,0.9905843138694763,37
130,24,26,4.610471443588442e-20,c,1.8027474103578384e-20,3,0.9867343902587891,O,1.776669804839371e-18,37
131,3,6,3.4389420200398035e-09,C,2.4428648340291126e-11,5,1.0,O,1.0,38
132,15,18,0.000154165129060857,C,2.232143145874943e-07,17,0.9998441934585571,O,0.9998456835746765,38
133,20,30,0.13420478999614716,N,0.0015698660863563418,29,0.7324520945549011,2,0.8574790358543396,38
134,13,36,7.922847933272692e-10,c,7.057049389302961e-12,35,0.9832355976104736,2,1.0000001192092896,38
135,5,7,0.04650738462805748,N,0.10949381440877914,3,0.32363161444664,C,0.2561037838459015,39
136,9,12,1.1944330253754742e-05,S,5.326612040335021e-07,11,0.9999874830245972,O,0.9999876022338867,39
137,13,16,5.504536602529697e-05,),6.109511559770908e-06,15,0.9998389482498169,O,0.9998843669891357,39
138,24,26,8.519742149812846e-25,C,4.3145283504305506e-27,25,1.0,F,1.0,39
139,22,28,2.887146599655353e-22,n,1.6322243089913565e-24,27,1.0,F,1.0,39
140,3,5,0.20951342582702637,C,0.10485834628343582,4,0.5171511173248291,C,0.5171511173248291,40
141,13,17,4.437916700794631e-11,c,3.978566031068162e-17,15,0.9902839064598083,#,1.0,40
142,23,26,2.998328668679662e-11,C,2.183837529215471e-12,25,1.0,O,1.0,40
143,34,36,7.724433999101166e-07,n,0.2699902057647705,15,0.6190637350082397,#,0.022340653464198112,40
144,22,25,9.562321701165287e-17,C,4.332461690386929e-17,24,1.0,O,1.0,41
145,19,33,2.5727668884201194e-09,2,1.7749798297828079e-09,32,0.8776023983955383,3,1.0,41
146,15,37,2.406368548690807e-05,c,2.6307615641485427e-08,10,0.5808002352714539,-,0.4188642203807831,41
147,7,9,0.12063578516244888,C,0.0030053474474698305,8,0.6933508515357971,C,0.6933508515357971,42
148,4,13,1.6024963813061378e-14,N,6.984617420026373e-13,12,0.9396843314170837,N,1.0,42
149,15,18,0.00036210138932801783,C,2.102020152960904e-05,17,0.9996029734611511,O,0.9996108412742615,42
150,26,28,1.2397690932478147e-20,c,4.7798086435719015e-21,27,1.0,Cl,1.0,42
151,6,9,1.0046131393437463e-07,C,1.880650302155118e-09,8,0.9999998807907104,O,0.9999998807907104,43
152,15,26,4.1462333241239213e-13,c,2.4821364039660787e-13,25,1.0,F,1.0,43
153,8,11,4.892116976407124e-06,C,3.78404252376896e-10,10,0.9999951124191284,O,0.9999951124191284,44
154,17,27,6.4238680773186905e-21,N,4.858837915503744e-22,26,1.0,Cl,1.0,44
155,4,31,1.179339687951142e-05,C,3.218602159904549e-06,30,0.8622669577598572,1,0.999954879283905,44
156,13,16,0.00016043323557823896,c,5.5352760597315864e-08,15,0.9998303651809692,1,0.9998382925987244,45
157,4,21,3.182869301454616e-09,N,3.1054341320668755e-09,20,0.7534345388412476,2,1.0,45
158,23,26,1.1521533727076871e-10,C,1.4181618553099629e-11,25,1.0,O,1.0,45
159,34,36,0.0019259396940469742,n,0.003736527170985937,35,0.9943331480026245,C,0.9943331480026245,45
160,12,15,2.0396447490765145e-16,S,3.1276443423181274e-18,14,1.0,O,1.0,46
161,21,23,1.3256573306630755e-18,c,8.996707794045683e-20,22,1.0,Cl,1.0,46
162,10,12,0.02624371275305748,N,0.2509443759918213,11,0.4352848529815674,C,0.4352848529815674,47
163,14,17,3.507821020320989e-05,C,7.269759976225032e-07,16,0.9999641180038452,O,0.9999642372131348,47
164,26,36,0.0013182314578443766,n,0.0003396960091777146,35,0.9715911149978638,3,0.974341094493866,47
165,7,39,0.00015103489567991346,c,8.548218829673715e-06,38,0.7685001492500305,2,0.9995843172073364,47
166,7,10,0.000137955357786268,C,4.945450200466439e-05,9,0.9997090697288513,O,0.999712347984314,48
167,14,18,4.313354877028138e-16,C,4.9806103090091846e-17,3,0.7992373108863831,C,0.000666802516207099,48
168,9,12,9.451522897663267e-11,c,6.232128868255689e-18,11,1.0,O,1.0,49
169,16,19,9.251503740870248e-08,C,7.331713458569311e-09,18,0.9999996423721313,O,0.9999998211860657,49
170,14,30,9.582793154550018e-07,c,2.720341507611579e-09,1,0.4104622006416321,C,2.7387772206566297e-05,49
171,7,10,0.00015899306163191795,c,2.6795621721475982e-08,9,0.9567880034446716,C,0.9994171857833862,50
172,15,18,3.7785255699418485e-05,C,2.3276401407201774e-05,17,0.9997943043708801,O,0.9999250173568726,50
173,25,27,2.3142119971453212e-06,C,3.2779712455521803e-07,26,0.9999972581863403,N,0.9999972581863403,50
174,23,30,5.6203026602293106e-18,c,6.006170835456722e-19,29,1.0,O,1.0,50
175,12,34,1.3280259704429032e-11,c,6.719398041449276e-12,32,0.9997655749320984,s,1.0000001192092896,50
176,12,15,3.440076457202068e-13,c,5.85733581424975e-18,14,1.0,O,1.0,51
177,5,25,5.70731799598434e-07,c,9.264874978320847e-10,24,0.6303896903991699,2,0.9999995231628418,51
178,31,33,2.988228516187519e-06,C,2.6549216158855415e-07,32,0.8964738845825195,F,0.8964738845825195,51
179,34,36,4.641886796485865e-17,),4.265635844546978e-09,35,1.0,F,1.0,51
180,11,13,0.01676712930202484,N,0.07209280133247375,12,0.8576182126998901,C,0.8576182126998901,52
181,15,18,3.3029543828888563e-06,C,4.6127144059937564e-07,17,0.9999923706054688,O,0.9999962449073792,52
182,26,28,3.0001043228819225e-32,c,4.9163126351142704e-32,27,1.0,F,1.0,52
183,8,32,1.5379309843410738e-06,c,3.1187147442324203e-07,26,0.4193201959133148,(,0.9999257922172546,52
184,34,37,5.23960395071299e-08,c,1.0700304303636748e-13,36,1.0,C,1.0,52
185,6,8,0.06774595379829407,c,0.09000425785779953,7,0.5682995915412903,C,0.5682995915412903,53
186,15,18,4.463812001631595e-05,C,6.76422530432319e-07,17,0.9999538660049438,O,0.9999548196792603,53
187,13,34,4.152587562006316e-12,c,2.866175992290859e-13,33,0.9582951068878174,3,0.9999999403953552,53
188,5,8,5.661087999096891e-22,C,6.351871886744542e-33,7,1.0,O,1.0,54
189,12,14,0.09363914281129837,c,0.0175466351211071,13,0.6076940298080444,C,0.6076940298080444,54
190,22,36,5.8203937669532024e-08,c,1.6887582998670325e-10,35,0.9482324719429016,3,0.9999998211860657,54
191,4,7,4.245157924742671e-06,C,6.184843215351066e-08,6,0.9999946355819702,O,0.9999955296516418,55
192,16,19,2.6263169274898246e-05,C,4.505045581026934e-07,18,0.9995749592781067,O,0.9999722242355347,55
193,27,29,2.2708074436486954e-18,c,1.5609957479455292e-15,28,1.0,Br,1.0,55
194,14,34,1.934801730385516e-05,c,1.4674819794890936e-05,33,0.7735466957092285,O,0.997723400592804,55
195,5,8,1.7993379008984789e-09,C,8.649232995398479e-15,7,1.0,O,1.0,56
196,21,23,1.5480389947697404e-06,N,0.008995046839118004,22,0.9909652471542358,C,0.9909652471542358,56
197,19,25,4.642898339113344e-16,c,1.213557607254736e-18,12,1.0,#,1.220966244774857e-10,56
198,27,29,1.43425337795558e-13,c,2.2238653518517892e-13,28,1.0,F,1.0,56
199,3,32,1.0198108330028433e-10,C,9.132358064212198e-11,31,0.9951209425926208,1,0.9999998807907104,56
200,6,8,0.0,c,0.0,7,1.0,F,1.0,57
201,14,17,5.561876150750322e-06,C,1.9502585928421468e-06,16,0.9999876022338867,O,0.9999921321868896,57
202,11,28,2.929891991243494e-07,c,5.05480812762471e-08,27,0.6312082409858704,2,0.709663987159729,57
203,12,15,4.544699095276883e-06,C,8.8833735389926e-07,14,0.999994158744812,O,0.9999945759773254,58
204,19,22,2.0277271687518805e-05,C,7.595586453135184e-07,21,0.9999592304229736,O,0.999960720539093,58
205,9,32,1.0717559993987253e-17,c,1.710004175987395e-17,3,0.9999940395355225,S,7.761969736068038e-19,58
206,4,6,0.02981235273182392,C,0.12208309769630432,5,0.8240106701850891,C,0.8240106701850891,59
207,8,11,3.3424149137317727e-07,C,1.1680640454869717e-07,10,0.9999939203262329,O,0.9999995231628418,59
208,21,24,5.072872677480689e-11,C,4.087477130379426e-16,23,1.0,O,1.0,59
209,26,28,0.0013722659787163138,C,1.7878375729196705e-05,2,0.3492976725101471,O,0.15139980614185333,59
210,18,31,6.610380992588816e-11,c,4.1913205545141e-11,6,0.40276768803596497,),0.001597553608007729,59
211,12,24,0.00019649563182611018,c,1.6415060599683784e-05,5,0.4187166690826416,N,0.27509915828704834,60
212,6,8,0.06774595379829407,c,0.09000425785779953,7,0.5682995915412903,C,0.5682995915412903,61
213,18,21,0.0001321928866673261,C,2.4896833483722958e-09,20,0.9998676776885986,O,0.9998677372932434,61
214,16,35,1.7191418644549317e-13,N,2.1417574744969636e-12,33,0.8259214162826538,n,1.0,61
215,10,38,4.347798787662782e-10,n,4.744940085288363e-08,37,0.9999997615814209,2,0.9999999403953552,61
216,3,5,0.20951342582702637,C,0.10485834628343582,4,0.5171511173248291,C,0.5171511173248291,62
217,6,8,0.1202773004770279,),0.06795836240053177,7,0.5265178084373474,C,0.5265178084373474,62
218,11,14,6.738153751939535e-05,C,7.060315709850329e-08,13,0.9999325275421143,O,0.9999325275421143,62
219,22,25,3.1070196277198834e-21,C,8.86302645064594e-23,24,1.0,O,1.0,62
220,20,35,5.7300785556435585e-05,C,3.196522447979078e-05,8,0.6103414297103882,),0.17329131066799164,62
221,4,7,4.245157924742671e-06,C,6.184843215351066e-08,6,0.9999946355819702,O,0.9999955296516418,63
222,15,18,0.00013113596651237458,C,7.293443786693388e-07,17,0.9994993209838867,O,0.9998672008514404,63
223,31,33,3.263693482136176e-11,c,4.9057216622294675e-12,32,1.0,F,1.0,63
224,25,37,0.0002610504743643105,C,9.816003512241878e-06,36,0.9947984218597412,3,0.9997177720069885,63
225,13,40,1.0840946742973756e-05,c,2.43451268033823e-06,39,0.954124927520752,2,0.9999725818634033,63
226,12,15,9.68117547017755e-06,C,1.195219283545157e-07,14,0.999964714050293,O,0.9999901056289673,64
227,24,27,0.00018599233590066433,c,4.132285180702411e-09,26,0.9997983574867249,2,0.999813973903656,64
228,8,39,1.3258376182178807e-28,c,4.633074332547763e-33,37,1.0,-,1.0,64
229,8,11,1.306813962598241e-10,C,4.4459686041227464e-13,10,1.0,O,1.0,65
230,20,22,1.115256953454491e-08,C,2.976275448318688e-09,21,1.0,F,1.0,65
231,23,25,0.001305461279116571,),1.1972378160862718e-05,24,0.9986793398857117,F,0.9986793398857117,65
232,18,27,1.4850060381377261e-07,c,1.091719568080407e-07,26,0.9999661445617676,F,0.9999984502792358,65
233,4,30,4.715564955404261e-06,C,2.621055500640068e-06,29,0.923462450504303,1,0.9999710917472839,65
234,12,15,1.0421223350931541e-06,C,5.612798559262444e-10,14,0.9999988079071045,O,0.9999988675117493,66
235,27,30,5.257071687692072e-12,C,2.3666681610886968e-14,29,1.0,O,1.0,66
236,24,37,1.5612969250788922e-11,c,2.9879028938528673e-12,36,0.9999772310256958,2,1.0,66
237,22,24,9.021839105116669e-06,C,8.538285328540951e-06,23,0.999976634979248,F,0.999976634979248,67
238,25,27,0.008241086266934872,),0.002656653756275773,26,0.9890945553779602,F,0.9890945553779602,67
239,20,29,1.5162270756263752e-05,c,1.6440402760053985e-05,28,0.9968619346618652,F,0.99982088804245,67
240,8,34,2.855024883174906e-09,c,7.78673514556516e-10,33,0.9614681601524353,3,0.9999999403953552,67
241,9,19,0.038071077316999435,c,0.009493324905633926,18,0.5292689800262451,3,0.9131694436073303,68
242,24,27,0.0201029721647501,c,1.9571503798943013e-05,26,0.8972156047821045,O,0.979803204536438,68
243,8,11,1.66206755238818e-05,C,1.0359078039812175e-09,10,0.9999834299087524,O,0.9999834299087524,69
244,20,23,2.459276560173862e-09,C,8.899183057131665e-10,22,1.0,O,1.0,69
245,29,31,2.085806904934181e-25,c,3.997800080686732e-26,30,1.0,F,1.0,69
246,33,35,2.8167269192636013e-05,c,2.8306869353400543e-05,34,0.9999431371688843,C,0.9999431371688843,69
247,18,38,1.620934926904738e-05,N,2.655017851793673e-05,33,0.46931055188179016,(,0.998625636100769,69
248,6,41,3.812420459325949e-07,c,1.8279220626027382e-07,40,0.9984710812568665,2,0.9999966621398926,69
249,43,45,0.00015430485655087978,c,0.035564813762903214,44,0.9642625451087952,C,0.9642625451087952,69
250,16,19,1.0255128472635988e-05,C,6.683819719910389e-08,18,0.9999630451202393,O,0.9999645948410034,70
251,24,26,6.469491199823096e-05,c,9.312939801020548e-05,1,0.2745242118835449,C,0.01042982004582882,70
252,4,7,2.7742689923115904e-08,S,7.963684112155534e-08,6,0.9999998807907104,O,0.9999998807907104,71
253,8,11,1.5747426118650765e-07,),2.9129350309631263e-07,10,0.9999966621398926,O,0.9999995231628418,71
254,20,23,0.0002254395221825689,C,3.344046854181215e-05,22,0.996687114238739,O,0.9967338442802429,71
255,18,29,3.525724159782369e-14,c,1.2782680086133053e-14,3,0.9999287128448486,S,3.118309905403294e-05,71
256,9,12,5.29253475178848e-06,C,1.1501603142116679e-10,11,0.9999947547912598,O,0.9999947547912598,72
257,7,28,1.0081176345100307e-12,c,4.619917932913685e-14,27,1.0,O,1.0,72
258,32,34,1.280652668356197e-06,C,5.44372049660069e-08,25,0.9999096393585205,2,5.719749879062874e-06,72
259,30,36,4.980067053184101e-11,c,2.0511885592822132e-11,32,0.9998753070831299,(,0.9998771548271179,72
260,17,20,1.5035670912766363e-06,C,2.5945126935766893e-07,19,0.9999558925628662,O,0.9999979138374329,73
261,14,31,1.5455095536687224e-10,c,2.9730461148513854e-11,27,0.9825274348258972,n,0.9999992847442627,73
262,7,35,8.426861342059055e-08,c,3.881986572196183e-07,34,0.9739575982093811,2,0.9999909996986389,73
263,3,5,0.20951342582702637,C,0.10485834628343582,4,0.5171511173248291,C,0.5171511173248291,74
264,17,20,3.119785833405331e-05,C,1.187922293865995e-08,19,0.9999686479568481,O,0.9999687075614929,74
265,29,31,0.000132034023408778,C,1.1933910855077556e-06,30,0.9998667240142822,N,0.9998667240142822,74
266,27,34,1.0426426332773702e-17,N,4.4350148809867634e-18,33,1.0,O,1.0,74
267,15,38,2.265620402397417e-08,c,1.2109374836200004e-07,37,0.9553874135017395,3,0.9919588565826416,74
268,12,15,5.56694786297586e-14,C,3.3652923926274364e-14,14,1.0,O,1.0,75
269,21,24,2.697495074261277e-25,C,1.5796931201107255e-28,23,1.0,O,1.0,75
270,8,28,1.8114636191057798e-07,c,1.3424462963484984e-07,27,0.9801361560821533,2,0.9999980330467224,75
