,position of first of a pair,position of second of a pair,score of first of a pair,token before the pair,score of the token before the pair,position of max score in saliency map,max score in saliency map,max score token,sum of score between pair,which smile
86,20,23,1.2381339047351503e-06,2,0.0010635517537593842,14,0.9655213952064514,1,4.6433356146735605e-06,21
87,27,30,1.1633627546546454e-13,C,1.1378966519037803e-10,29,1.0,O,1.0,21
88,32,35,2.859747212369257e-07,N,7.598159754707012e-07,34,0.9974068999290466,2,0.9974087476730347,21
89,5,8,6.897125925942049e-11,C,9.014157150745439e-13,7,1.0,O,1.0,22
90,17,23,2.1455868193243077e-09,C,1.1666721633218913e-07,9,0.9908254742622375,O,1.7856107660918497e-05,22
91,25,28,1.9347477653720684e-15,C,5.765712326519701e-18,27,1.0,O,1.0,22
92,37,42,2.730111692272885e-09,C,7.899259024668481e-11,28,0.9874473214149475,),2.1788493318602997e-12,22
93,7,9,6.729480677808127e-15,C,2.5767513055457818e-15,8,1.0,Cl,1.0,23
94,13,17,4.176062273764103e-12,C,5.842394083577012e-15,8,0.6131491661071777,Cl,0.38683226704597473,23
95,19,22,9.735127200899418e-13,C,6.757526938190594e-13,21,1.0,O,1.0,23
96,25,27,0.022736044600605965,C,0.046458110213279724,1,0.6960729956626892,Cl,0.11681221425533295,23
97,34,38,0.0011655837297439575,N,0.1703643500804901,37,0.46790611743927,1,0.4679478406906128,23
98,10,17,0.0015656185569241643,C,0.0005850911256857216,16,0.5702374577522278,C,0.9576524496078491,24
99,19,22,4.195948477558886e-09,C,1.4137037374073458e-10,21,1.0,O,1.0,24
100,31,35,1.5572095435345545e-07,C,2.785492192458605e-08,22,0.5262876152992249,),0.002111441921442747,24
101,7,10,6.408572132167445e-13,C,1.7189986413479463e-12,9,1.0,O,1.0,25
102,18,23,0.1375485509634018,C,0.006033902056515217,22,0.6468766927719116,1,0.6764074563980103,25
103,29,31,1.5823619037291792e-07,C,1.452359825286631e-13,23,0.7444667220115662,),5.245007507591552e-19,25
104,33,35,0.0,C,0.0,34,1.0,Br,1.0,25
105,7,9,0.004100882448256016,C,0.09421282261610031,8,0.6152682304382324,C,0.6152682304382324,26
106,17,20,1.2265220902918372e-05,C,0.0026248933281749487,19,0.4835212230682373,O,0.483521968126297,26
107,22,24,8.920182881411165e-05,N,0.00032271735835820436,14,0.6127263307571411,C,0.00014352050493471324,26
108,35,37,0.0,C,0.0,14,0.9567253589630127,C,0.0,26
109,6,8,2.3354730505921556e-20,C,2.9243666979943634e-23,7,1.0,Cl,1.0,27
110,19,21,0.9827802181243896,C,0.00010725143511081114,19,0.9827802181243896,(,0.012906148098409176,27
111,17,27,1.6092324131022906e-06,N,6.1997166085348e-06,26,0.9892661571502686,1,0.9999909400939941,27
112,29,32,4.6895137385743e-16,C,2.859628559428086e-17,31,0.9999992847442627,O,0.9999992847442627,27
113,40,45,5.248813605973623e-10,C,5.001194471077898e-19,44,0.9918986558914185,1,1.0,27
114,47,49,8.208028200457355e-25,C,5.952496234724421e-28,7,1.0,Cl,1.8059225508939414e-16,27
115,10,13,3.63502435808025e-36,C,2.5746757334272026e-39,11,1.0,O,1.0,28
116,15,18,5.451236483267446e-23,C,7.793830569891434e-24,17,1.0,O,1.0,28
117,28,32,0.999900221824646,C,5.732299541705288e-06,28,0.999900221824646,(,3.779243940016386e-08,28
118,40,43,0.0015255287289619446,1,6.613916775677353e-05,42,0.9974505305290222,O,0.9977179765701294,28
119,7,9,7.414656124637986e-07,C,0.0077948980033397675,8,0.9921709299087524,C,0.9921709299087524,29
120,14,17,1.0416323562362286e-18,C,2.240465864244185e-20,16,1.0,O,1.0,29
121,26,30,2.0237284706020142e-16,C,1.0710206192905534e-16,17,0.8660168647766113,),5.307964786495779e-16,29
122,32,34,6.060401817644417e-33,C,3.667576319619537e-37,17,0.9661700129508972,),1.7097481578737676e-32,29
123,35,37,2.859345074539793e-24,),2.5590683106338177e-22,19,0.5813639163970947,C,5.6950184054661666e-24,29
124,7,9,0.13070759177207947,C,0.0010436063166707754,8,0.8680442571640015,O,0.8680442571640015,30
125,16,19,5.911475198931652e-19,C,1.4621966018603894e-23,18,1.0,O,1.0,30
126,22,25,0.8808993697166443,C,0.02398299053311348,22,0.8808993697166443,(,0.08260802924633026,30
127,8,10,4.15866725234082e-06,C,4.3036376155214384e-05,9,0.9992527365684509,C,0.9992527365684509,31
128,15,18,8.332542215326672e-34,C,4.9331591397783725e-40,17,1.0,O,1.0,31
129,26,31,0.06724536418914795,C,0.0003946656361222267,30,0.8945934176445007,1,0.8960063457489014,31
130,4,6,0.23616456985473633,C,0.029575705528259277,5,0.5908730626106262,C,0.5908730626106262,32
131,11,14,2.9129330869182013e-05,C,1.1522560271259863e-05,13,0.9997794032096863,O,0.9998380541801453,32
132,19,21,0.09467200934886932,C,4.190624622424366e-06,20,0.9053075909614563,C,0.9053075909614563,32
133,17,23,0.0071123819798231125,C,0.00012024684838252142,19,0.9214197397232056,(,0.924907922744751,32
134,31,36,0.1993044912815094,C,2.288374616910005e-06,35,0.8006000518798828,1,0.8006126880645752,32
135,19,23,1.2070818520074078e-13,C,4.614581286532804e-12,14,0.7995164394378662,=,5.247002051594896e-12,33
136,25,28,1.720024502341134e-20,C,7.158439115609801e-19,19,0.9853661060333252,(,2.4338700654880085e-07,33
137,30,35,7.4653813900267e-23,N,4.178140445138993e-31,33,1.0,#,1.0,33
138,4,6,0.0002516940585337579,C,3.2558751250633122e-09,5,0.9997482895851135,C,0.9997482895851135,34
139,18,21,1.0196145163190671e-28,C,1.7047308995823694e-17,15,0.9999991655349731,O,1.405961397086313e-30,34
140,23,26,0.0,N,0.0,15,1.0,O,0.0,34
141,17,19,0.03135780990123749,C,0.002056545577943325,18,0.9642876386642456,C,0.9642876386642456,35
142,14,21,0.0012212663423269987,C,2.1531779736960743e-07,17,0.41348376870155334,(,0.9987419247627258,35
143,24,27,4.033013212279002e-08,C,4.033863243435576e-10,26,1.0,O,1.0,35
144,29,31,0.008590798825025558,N,0.0050347186625003815,30,0.4268653988838196,C,0.4268653988838196,35
145,11,14,2.434050429656054e-06,C,1.9346580302226357e-05,13,0.9984533786773682,O,0.9984556436538696,36
146,19,21,0.07235123217105865,C,0.00012976313882973045,5,0.5103234052658081,O,0.20001903176307678,36
147,25,32,3.3235653812413446e-11,C,2.6308001602727235e-16,29,0.9960820078849792,1,1.0000001192092896,36
148,11,18,7.143388790546598e-21,C,6.454485564497738e-25,15,1.0,O,1.0,37
149,20,23,9.393647815159056e-06,N,0.002070192014798522,15,0.9362547993659973,O,0.0013257177779451013,37
150,25,28,1.7884912301147082e-13,C,2.3471957947796506e-16,27,1.0,O,1.0,37
151,4,7,6.366677212099603e-07,S,1.2391818682289113e-09,6,0.9999994039535522,O,0.9999994039535522,38
152,8,10,0.009142312221229076,),0.023494083434343338,9,0.9618175625801086,N,0.9618175625801086,38
153,18,23,0.014696069993078709,C,0.0043020909652113914,22,0.23332373797893524,1,0.2732492685317993,38
154,28,31,2.976815494548646e-06,S,1.063733270711964e-05,30,0.9999834299087524,O,0.9999864101409912,38
155,32,35,0.025314241647720337,),0.0002769827551674098,26,0.4531570076942444,N,0.42938920855522156,38
156,41,43,5.199440880461696e-39,C,0.0,42,1.0,F,1.0,38
157,47,49,0.17148932814598083,C,0.002512579085305333,42,0.7003763914108276,F,0.07598530501127243,38
158,11,16,0.05210810527205467,C,0.026329834014177322,3,0.21630433201789856,O,0.31190308928489685,39
159,18,21,3.4844858110005816e-09,C,1.35026517744663e-10,20,0.9999997615814209,O,0.9999997615814209,39
160,25,28,5.225324173352419e-09,C,6.209580072358278e-10,27,0.9999912977218628,O,0.9999912977218628,39
161,31,33,1.6969108340703087e-09,C,2.5865487529586062e-08,3,0.9973995685577393,O,2.989961558341747e-07,39
162,21,23,0.0,C,0.0,22,1.0,Cl,1.0,40
163,29,32,8.056652133631159e-13,C,1.3992701441978284e-09,13,0.9089406728744507,N,0.001432298799045384,40
164,8,10,0.016347268596291542,C,0.003365136915817857,4,0.3368171155452728,O,0.1771007478237152,41
165,15,18,0.0026861783117055893,C,0.015267545357346535,17,0.5597665309906006,O,0.5634698271751404,41
166,25,28,0.014261338859796524,2,0.9466465711593628,24,0.9466465711593628,2,0.03856086730957031,41
167,33,38,0.0026798516046255827,N,0.00021461796131916344,37,0.9853384494781494,O,0.9916529059410095,41
168,9,15,3.3749500757023614e-31,C,2.2795623530710326e-35,14,1.0,F,1.0,42
169,18,20,1.4975204294387368e-06,C,2.911214323830791e-06,14,0.9998754262924194,F,8.179451833711937e-05,42
170,22,25,1.2581760500194985e-24,C,3.596015336701835e-24,24,1.0,O,1.0,42
171,27,33,0.0,N,0.0,31,1.0,#,1.0,42
172,6,8,0.01798430271446705,C,0.9388552904129028,5,0.9388552904129028,C,0.00774479890242219,43
173,17,19,6.431620818148076e-07,C,1.4682137816635077e-06,18,0.9999954700469971,C,0.9999954700469971,43
174,22,25,5.577834201464515e-13,S,4.1694312737954238e-16,24,1.0,O,1.0,43
175,26,29,0.017293602228164673,),0.009038031101226807,28,0.8638315796852112,O,0.866161584854126,43
176,12,16,1.5933664110345802e-11,N,3.669259340810527e-11,15,1.0,2,1.0,44
177,18,21,1.9214559188185376e-07,S,0.00021218044275883585,20,0.9997875094413757,O,0.9997875690460205,44
178,22,25,0.011663347482681274,),0.004777625668793917,24,0.607502281665802,O,0.6228230595588684,44
179,33,35,0.0,C,0.0,34,1.0,Cl,1.0,44
180,37,41,6.035861236817694e-14,C,1.1554710736036314e-23,34,1.0,Cl,3.198358938805157e-11,44
181,43,46,0.11212782561779022,C,0.002871530130505562,5,0.4479372203350067,O,0.13628028333187103,44
182,3,5,1.4332583977626899e-31,C,0.0,4,1.0,C,1.0,45
183,6,8,4.3178683739597545e-08,),8.68015092692076e-07,7,0.9999477863311768,C,0.9999477863311768,45
184,14,16,1.1778489425115501e-12,N,2.1203459255048074e-07,12,0.9999997615814209,N,9.44071931741064e-09,45
185,22,25,6.526881465851453e-12,C,2.6130595465190254e-09,19,0.8488936424255371,C,8.793907181825489e-05,45
186,27,34,7.072911468772037e-27,N,2.9593922340441875e-27,14,0.8899024128913879,(,1.4912232121845397e-25,45
187,37,39,1.1805654584398574e-21,C,1.8356967939662093e-33,38,1.0,F,1.0,45
188,16,26,1.0623215650728576e-20,N,1.0575035947263754e-17,12,0.9998055100440979,C,1.6515936396288566e-09,46
189,28,31,1.18677410281087e-38,C,8.263457044123446e-42,23,0.9182688593864441,C,8.978859433625291e-19,46
190,16,20,9.518827948085118e-10,C,4.453711704988095e-12,19,0.9999961853027344,2,0.9999966621398926,47
191,23,26,0.0005920784315094352,C,8.723975042812526e-05,25,0.9946213960647583,O,0.9946828484535217,47
192,34,37,2.2455542633692538e-11,C,2.579519409217409e-15,35,0.9978260397911072,O,0.9999999403953552,47
193,7,9,9.916216292538138e-09,C,1.159171105769019e-07,8,0.9999998807907104,C,0.9999998807907104,48
194,19,22,1.2455915474999572e-31,C,8.969589233605953e-28,16,0.9999798536300659,C,3.969878549432207e-42,48
195,30,32,0.0,C,0.0,31,1.0,F,1.0,48
196,38,40,0.0,C,0.0,39,1.0,F,1.0,48
197,41,43,0.0,),0.0,16,0.9997938275337219,C,0.0,48
198,9,13,7.544081703174533e-20,C,1.1602438397630244e-31,12,0.9999986886978149,1,1.0,49
199,16,19,5.317521542439522e-26,C,2.7115086813016557e-30,18,1.0,O,1.0,49
200,27,31,0.7309460639953613,C,0.0004455402959138155,27,0.7309460639953613,(,0.004994414281100035,49
201,9,11,0.156772181391716,C,0.008812903426587582,10,0.38279351592063904,C,0.38279351592063904,50
202,14,16,3.863781330437632e-06,C,1.5647218560843612e-06,3,0.9994862079620361,O,0.00027362722903490067,50
203,22,25,1.5769211492155932e-09,S,4.447209357749671e-05,24,0.9999525547027588,O,0.9999525547027588,50
204,26,29,1.923646522072886e-07,),3.6539976377980565e-08,28,0.9999960660934448,O,0.9999967813491821,50
205,32,34,0.002324911067262292,C,0.0002892975171562284,21,0.5310271382331848,S,0.0006873177480883896,50
206,12,20,5.676481578120729e-07,C,1.9478379442716687e-07,16,0.5644879937171936,1,0.9999592304229736,51
207,22,25,5.1119404462344e-25,C,5.902260374351521e-26,24,1.0,O,1.0,51
208,33,37,3.231535572467692e-08,C,1.196121684188256e-05,31,0.9677916765213013,O,0.0005748998373746872,51
209,13,16,6.396166977982897e-20,C,1.8094168513145798e-18,15,1.0,O,1.0,52
210,20,23,3.962053361989456e-15,C,2.805208346928222e-17,22,1.0,O,1.0,52
211,17,22,6.309453510766616e-07,C,5.512870870916231e-08,21,0.9993871450424194,O,0.9994186758995056,53
212,24,27,2.5163202632683124e-09,C,2.4424662115052342e-06,13,0.7811619639396667,N,0.13089580833911896,53
213,30,32,0.016886260360479355,C,0.03459284082055092,13,0.3910878002643585,N,0.019184285774827003,53
214,33,35,0.0013778593856841326,),0.000408932042773813,13,0.38396310806274414,N,0.008126460015773773,53
215,42,44,8.76899178270385e-11,C,3.780737181657834e-11,17,0.8355256915092468,(,9.618301710645483e-10,53
216,10,17,0.0015656185569241643,C,0.0005850911256857216,16,0.5702374577522278,C,0.9576524496078491,54
217,19,21,0.0020355605520308018,C,0.0032615605741739273,15,0.47653865814208984,O,0.0074482387863099575,54
218,24,27,7.626201892207973e-08,C,2.9411287982838985e-07,19,0.9839226603507996,(,0.015316556207835674,54
219,31,33,0.002857689978554845,C,0.4981856942176819,30,0.4981856942176819,C,0.0008176557021215558,54
220,34,36,0.7195906639099121,),0.0019677935633808374,34,0.7195906639099121,(,0.24766618013381958,54
221,11,13,1.5766032956162496e-13,C,4.643864737197134e-10,1,0.9995185136795044,N,9.598713967759465e-13,55
222,15,18,1.1331834620230841e-14,C,5.065801510911738e-12,17,0.9999998807907104,O,0.9999998807907104,55
223,25,27,2.967037790737416e-27,C,1.9750296381244723e-31,26,1.0,F,1.0,55
224,31,33,2.1018474541804316e-19,C,9.231587945363715e-23,26,0.9988466501235962,F,0.001153313904069364,55
225,10,17,0.0024225162342190742,C,0.0008049511816352606,1,0.4982008934020996,F,0.4229918420314789,56
226,23,28,0.006601094733923674,N,0.004141213838011026,27,0.5095986127853394,O,0.5134283304214478,56
227,31,34,1.7283080618630633e-21,C,4.4510150355753766e-18,23,0.6197404861450195,(,4.144064987541586e-14,56
228,5,7,0.0043032183311879635,C,0.0021684628445655107,6,0.992891788482666,C,0.992891788482666,57
229,8,11,1.6750084652628061e-09,),2.0262760913603017e-10,10,0.9999994039535522,O,0.9999998211860657,57
230,14,17,8.570931187001918e-10,C,3.2707847541502133e-10,16,0.9999935626983643,O,0.9999935626983643,57
231,24,28,3.848126262084861e-09,C,5.4611329347586945e-11,10,0.9469936490058899,O,0.05298590287566185,57
232,34,36,1.6421119653386995e-05,C,7.675114883920475e-12,28,0.7505174875259399,),4.269107636845071e-12,57
233,18,22,0.0958770290017128,C,0.00019257745589129627,21,0.7515594959259033,C,0.8454542756080627,58
234,24,27,1.063829945901866e-13,C,6.265757690471219e-09,18,0.9974703788757324,(,0.0005328526021912694,58
235,11,15,6.737182900451444e-08,C,0.00012026989134028554,14,0.9980619549751282,1,0.9980641007423401,59
236,18,21,6.111161381626429e-13,C,2.385330160389193e-14,20,1.0,O,1.0,59
237,37,41,2.242685957151903e-28,C,1.9684224488647292e-32,26,0.968592643737793,C,4.844172181460662e-27,59
238,16,19,1.232229598830262e-28,C,2.520090566466943e-35,17,1.0,O,1.0,60
239,23,26,2.7371965913465524e-13,C,6.091856721488192e-16,25,1.0,O,1.0,60
240,4,7,0.00024016087991185486,C,8.140894351527095e-06,6,0.9984984397888184,O,0.9984990954399109,61
241,18,22,1.0284817619776732e-07,C,9.484006635585018e-11,21,0.9148725271224976,2,0.9148725271224976,61
242,24,27,2.1035295958427014e-06,C,1.6358372931790655e-06,26,0.9999760389328003,O,0.9999852180480957,61
243,32,34,1.869261134768152e-10,C,5.187260065930843e-10,27,0.9796459078788757,),9.333878503477579e-16,61
244,14,21,0.9968944787979126,1,1.2623901284314343e-06,14,0.9968944787979126,(,0.0031041980255395174,62
245,23,26,4.325352923051362e-11,C,1.294284501796028e-08,25,0.7426897287368774,O,0.7426897287368774,62
246,30,33,0.02951469086110592,C,5.975918156764237e-06,32,0.9694033861160278,C,0.9704597592353821,62
247,11,15,8.06248934281939e-09,C,2.3502229851146694e-06,2,0.7737962007522583,S,0.22417178750038147,63
248,18,21,7.215187451947713e-06,C,1.7917054151439515e-07,20,0.9312980771064758,O,0.9312986731529236,63
249,26,29,6.358165410347283e-05,C,8.330125638167374e-07,28,0.9997592568397522,O,0.9998949766159058,63
250,18,21,0.0,N,0.0,12,1.0,N,0.0,64
251,23,26,1.394689167252941e-22,C,2.3468531072082316e-24,12,0.9987678527832031,N,7.174315064893536e-16,64
252,33,37,2.4928314620864533e-11,N,2.9560422998287095e-09,26,0.999480664730072,),1.4417469556201614e-16,64
253,39,41,1.7348275617934953e-23,C,8.290230958047845e-25,16,0.9811270833015442,C,1.8303440629320585e-24,64
254,42,44,0.0,),0.0,16,0.999935507774353,C,4.2935784946912395e-42,64
255,4,6,0.23616456985473633,C,0.029575705528259277,5,0.5908730626106262,C,0.5908730626106262,65
256,11,14,1.9241022073401837e-06,C,1.2650440339712077e-06,13,0.9943660497665405,O,0.9943805932998657,65
257,22,27,4.477084075915627e-05,C,7.609888416482136e-05,19,0.5687126517295837,C,1.6703514120308682e-05,65
258,17,22,1.519825118621171e-14,C,1.8721814649648926e-15,8,0.8447504639625549,N,1.408201897104555e-13,66
259,24,26,2.7687775933629373e-26,C,9.389303525637967e-25,8,0.8467631340026855,N,1.2316944430262496e-23,66
260,29,32,5.646148831675926e-14,C,1.407568316460009e-13,31,0.5686824321746826,O,0.5686824321746826,66
261,7,9,0.00021402347192633897,C,0.001591192209161818,8,0.9285853505134583,F,0.9285853505134583,67
262,18,21,2.6662211894290522e-05,S,9.772056586143663e-08,20,0.9998984336853027,O,0.9998984336853027,67
263,22,25,5.722300671501257e-12,),2.128055327441092e-12,16,0.9945483803749084,N,0.005277509801089764,67
264,33,38,4.050851930514909e-05,C,1.6754827925069549e-07,16,0.9578930735588074,N,1.4532058230543043e-05,67
265,40,42,0.1360483467578888,C,0.0008222149917855859,41,0.8564540147781372,N,0.8564540147781372,67
266,10,17,0.0015656185569241643,C,0.0005850911256857216,16,0.5702374577522278,C,0.9576524496078491,68
267,25,29,0.00013583833060692996,C,5.992535989207681e-06,28,0.99933260679245,1,0.9997087121009827,68
268,6,8,1.0476342140464112e-05,N,0.0001565885468153283,7,0.9995858073234558,C,0.9995858073234558,69
269,16,18,0.004487392958253622,C,7.473547611880349e-06,17,0.9955043196678162,C,0.9955043196678162,69
270,19,21,0.021081216633319855,),0.09123077243566513,20,0.5673689842224121,C,0.5673689842224121,69
