,position of first of a pair,position of second of a pair,score of first of a pair,token before the pair,score of the token before the pair,position of max score in saliency map,max score in saliency map,max score token,sum of score between pair,which smile
70,15,18,1.8899105498348945e-06,C,6.914914365552249e-07,16,3.803342769970186e-05,=,3.803342769970186e-05,17
71,25,29,0.1408408135175705,C,0.00011868939327541739,18,0.32399982213974,),0.005608932115137577,17
72,37,39,5.163797512064026e-26,C,8.741299820458209e-42,29,5.885779960705806e-26,),0.0,17
73,7,9,3.728293021532103e-11,C,7.278347439717073e-14,7,3.728293021532103e-11,(,0.0,18
74,16,19,7.406891465726491e-15,C,4.646898022072834e-18,17,1.0922608439456818e-14,=,1.0922608439456818e-14,18
75,29,34,0.0027181203477084637,C,3.499574449961074e-05,8,0.5777702927589417,Cl,0.0001246425963472575,18
76,36,38,0.04501988738775253,S,0.3528187870979309,35,0.3528187870979309,S,0.0,18
77,39,42,6.387528006523979e-11,),8.091354253281224e-10,40,1.745193500823916e-08,=,1.745193500823916e-08,18
78,10,13,5.1909658619090845e-14,C,4.392112541717896e-12,7,1.1202937189036533e-10,N,7.041165610635614e-13,19
79,20,24,0.0004959428915753961,C,2.6199621061095968e-05,17,0.8876194953918457,C,0.005689611658453941,19
80,32,35,1.553737263293442e-07,C,1.482221463622313e-11,20,0.3939642310142517,(,0.04377885162830353,19
81,9,12,0.23364487290382385,C,2.136281727871392e-05,9,0.23364487290382385,(,0.0008380947401747108,20
82,18,22,0.00036367162829265,C,1.8122547089660657e-06,18,0.00036367162829265,(,6.43032617517747e-05,20
83,25,28,0.0004142868856433779,C,0.0005779499770142138,23,0.0006812844658270478,N,0.00028601186932064593,20
84,36,41,0.10764538496732712,C,0.002079195808619261,28,0.368562251329422,),0.0012023724848404527,20
85,9,12,6.393142371052818e-07,C,6.546955546582467e-07,6,3.0524740850523813e-06,C,1.8077308823194471e-06,21
86,20,23,1.2381339047351503e-06,2,0.0010635517537593842,14,0.9655213952064514,1,3.7632943636345395e-12,21
87,27,30,1.1633627546546454e-13,C,1.1378966519037803e-10,16,2.717918334838032e-08,C,9.159776886633053e-13,21
88,32,35,2.859747212369257e-07,N,7.598159754707012e-07,14,0.001828476320952177,1,1.875848170129757e-06,21
89,5,8,6.897125925942049e-11,C,9.014157150745439e-13,2,7.328011530916001e-09,N,3.412946314451659e-10,22
90,17,23,2.1455868193243077e-09,C,1.1666721633218913e-07,9,0.9908254742622375,O,1.2461169717425946e-05,22
91,25,28,1.9347477653720684e-15,C,5.765712326519701e-18,25,1.9347477653720684e-15,(,1.807832795478457e-15,22
92,37,42,2.730111692272885e-09,C,7.899259024668481e-11,28,0.9874473214149475,),2.0579933970085035e-13,22
93,7,9,6.729480677808127e-15,C,2.5767513055457818e-15,1,2.5421268009476888e-14,Cl,0.0,23
94,13,17,4.176062273764103e-12,C,5.842394083577012e-15,8,0.6131491661071777,Cl,7.680540231591593e-12,23
95,19,22,9.735127200899418e-13,C,6.757526938190594e-13,8,5.240735623246451e-11,Cl,1.5270248986728324e-14,23
96,25,27,0.022736044600605965,C,0.046458110213279724,1,0.6960729956626892,Cl,0.0,23
97,34,38,0.0011655837297439575,N,0.1703643500804901,31,0.18147404491901398,=,4.172601256868802e-05,23
98,10,17,0.0015656185569241643,C,0.0005850911256857216,15,0.35108134150505066,O,0.3874150514602661,24
99,19,22,4.195948477558886e-09,C,1.4137037374073458e-10,17,2.22735607735558e-08,),1.859030013262597e-10,24
100,31,35,1.5572095435345545e-07,C,2.785492192458605e-08,22,0.5262876152992249,),0.0008642632164992392,24
101,7,10,6.408572132167445e-13,C,1.7189986413479463e-12,5,2.257416614748209e-10,N,7.533165063966507e-12,25
102,18,23,0.1375485509634018,C,0.006033902056515217,18,0.1375485509634018,(,0.029530785977840424,25
103,29,31,1.5823619037291792e-07,C,1.452359825286631e-13,23,0.7444667220115662,),0.0,25
104,33,35,0.0,C,0.0,0,0.0,<bos>,0.0,25
105,7,9,0.004100882448256016,C,0.09421282261610031,5,0.27659887075424194,N,0.0,26
106,17,20,1.2265220902918372e-05,C,0.0026248933281749487,14,0.4443773329257965,C,7.354235549428267e-07,26
107,22,24,8.920182881411165e-05,N,0.00032271735835820436,14,0.6127263307571411,C,0.0,26
108,35,37,0.0,C,0.0,14,0.9567253589630127,C,0.0,26
109,6,8,2.3354730505921556e-20,C,2.9243666979943634e-23,6,2.3354730505921556e-20,(,0.0,27
110,19,21,0.9827802181243896,C,0.00010725143511081114,19,0.9827802181243896,(,0.0,27
111,17,27,1.6092324131022906e-06,N,6.1997166085348e-06,24,0.007539524231106043,C,0.010724791325628757,27
112,29,32,4.6895137385743e-16,C,2.859628559428086e-17,27,7.51475283777836e-07,),1.4063133175052479e-16,27
113,40,45,5.248813605973623e-10,C,5.001194471077898e-19,42,0.008101379498839378,=,0.008101379498839378,27
114,47,49,8.208028200457355e-25,C,5.952496234724421e-28,7,1.0,Cl,0.0,27
115,10,13,3.63502435808025e-36,C,2.5746757334272026e-39,11,1.0,O,1.0,28
116,15,18,5.451236483267446e-23,C,7.793830569891434e-24,16,2.5415434513421483e-19,=,2.5415434513421483e-19,28
117,28,32,0.999900221824646,C,5.732299541705288e-06,28,0.999900221824646,(,3.4976075369286264e-09,28
118,40,43,0.0015255287289619446,1,6.613916775677353e-05,40,0.0015255287289619446,(,0.0002674371062312275,28
119,7,9,7.414656124637986e-07,C,0.0077948980033397675,6,0.0077948980033397675,C,0.0,29
120,14,17,1.0416323562362286e-18,C,2.240465864244185e-20,14,1.0416323562362286e-18,(,4.0285086528737303e-19,29
121,26,30,2.0237284706020142e-16,C,1.0710206192905534e-16,17,0.8660168647766113,),5.620831642231038e-18,29
122,32,34,6.060401817644417e-33,C,3.667576319619537e-37,17,0.9661700129508972,),0.0,29
123,35,37,2.859345074539793e-24,),2.5590683106338177e-22,19,0.5813639163970947,C,0.0,29
124,7,9,0.13070759177207947,C,0.0010436063166707754,7,0.13070759177207947,(,0.0,30
125,16,19,5.911475198931652e-19,C,1.4621966018603894e-23,16,5.911475198931652e-19,(,7.814865092807449e-20,30
126,22,25,0.8808993697166443,C,0.02398299053311348,22,0.8808993697166443,(,0.0039649903774261475,30
127,8,10,4.15866725234082e-06,C,4.3036376155214384e-05,5,0.0004999800003133714,C,0.0,31
128,15,18,8.332542215326672e-34,C,4.9331591397783725e-40,16,1.073176505854172e-27,=,1.073176505854172e-27,31
129,26,31,0.06724536418914795,C,0.0003946656361222267,26,0.06724536418914795,(,0.0014129448682069778,31
130,4,6,0.23616456985473633,C,0.029575705528259277,4,0.23616456985473633,(,0.0,32
131,11,14,2.9129330869182013e-05,C,1.1522560271259863e-05,12,5.8657351473812014e-05,=,5.8657351473812014e-05,32
132,19,21,0.09467200934886932,C,4.190624622424366e-06,19,0.09467200934886932,(,0.0,32
133,17,23,0.0071123819798231125,C,0.00012024684838252142,19,0.9214197397232056,(,0.9214503765106201,32
134,31,36,0.1993044912815094,C,2.288374616910005e-06,31,0.1993044912815094,(,1.2659359526878688e-05,32
135,19,23,1.2070818520074078e-13,C,4.614581286532804e-12,14,0.7995164394378662,=,2.833176713102069e-16,33
136,25,28,1.720024502341134e-20,C,7.158439115609801e-19,19,0.9853661060333252,(,7.606718884733635e-22,33
137,30,35,7.4653813900267e-23,N,4.178140445138993e-31,33,1.0,#,1.0,33
138,4,6,0.0002516940585337579,C,3.2558751250633122e-09,4,0.0002516940585337579,(,0.0,34
139,18,21,1.0196145163190671e-28,C,1.7047308995823694e-17,15,0.9999991655349731,O,1.4119107554340663e-36,34
140,23,26,0.0,N,0.0,15,1.0,O,0.0,34
141,17,19,0.03135780990123749,C,0.002056545577943325,17,0.03135780990123749,(,0.0,35
142,14,21,0.0012212663423269987,C,2.1531779736960743e-07,17,0.41348376870155334,(,0.6649842262268066,35
143,24,27,4.033013212279002e-08,C,4.033863243435576e-10,24,4.033013212279002e-08,(,7.590910122701189e-10,35
144,29,31,0.008590798825025558,N,0.0050347186625003815,1,0.1280287206172943,Cl,0.0,35
145,11,14,2.434050429656054e-06,C,1.9346580302226357e-05,9,0.001255724811926484,N,2.255120989502757e-06,36
146,19,21,0.07235123217105865,C,0.00012976313882973045,5,0.5103234052658081,O,0.0,36
147,25,32,3.3235653812413446e-11,C,2.6308001602727235e-16,29,0.9960820078849792,1,0.9963191151618958,36
148,11,18,7.143388790546598e-21,C,6.454485564497738e-25,15,1.0,O,1.0,37
149,20,23,9.393647815159056e-06,N,0.002070192014798522,15,0.9362547993659973,O,2.095782292599324e-06,37
150,25,28,1.7884912301147082e-13,C,2.3471957947796506e-16,26,6.387168354979322e-13,=,6.387168354979322e-13,37
151,4,7,6.366677212099603e-07,S,1.2391818682289113e-09,4,6.366677212099603e-07,(,8.248282057365941e-09,38
152,8,10,0.009142312221229076,),0.023494083434343338,7,0.023494083434343338,),0.0,38
153,18,23,0.014696069993078709,C,0.0043020909652113914,13,0.13343515992164612,=,0.03992552310228348,38
154,28,31,2.976815494548646e-06,S,1.063733270711964e-05,27,1.063733270711964e-05,S,3.005197186212172e-06,38
155,32,35,0.025314241647720337,),0.0002769827551674098,26,0.4531570076942444,N,4.585484566632658e-05,38
156,41,43,5.199440880461696e-39,C,0.0,41,5.199440880461696e-39,(,0.0,38
157,47,49,0.17148932814598083,C,0.002512579085305333,42,0.7003763914108276,F,0.0,38
158,11,16,0.05210810527205467,C,0.026329834014177322,3,0.21630433201789856,O,0.1201758086681366,39
159,18,21,3.4844858110005816e-09,C,1.35026517744663e-10,3,2.8808202046093356e-07,O,2.1760402368897758e-09,39
160,25,28,5.225324173352419e-09,C,6.209580072358278e-10,22,4.00896169594489e-06,C,2.7457707219014083e-08,39
161,31,33,1.6969108340703087e-09,C,2.5865487529586062e-08,3,0.9973995685577393,O,0.0,39
162,21,23,0.0,C,0.0,0,0.0,<bos>,0.0,40
163,29,32,8.056652133631159e-13,C,1.3992701441978284e-09,13,0.9089406728744507,N,1.2052095432757426e-12,40
164,8,10,0.016347268596291542,C,0.003365136915817857,4,0.3368171155452728,O,0.0,41
165,15,18,0.0026861783117055893,C,0.015267545357346535,10,0.22152067720890045,),0.0037033185362815857,41
166,25,28,0.014261338859796524,2,0.9466465711593628,24,0.9466465711593628,2,3.269813532824628e-05,41
167,33,38,0.0026798516046255827,N,0.00021461796131916344,35,0.0033077236730605364,2,0.006314449477940798,41
168,9,15,3.3749500757023614e-31,C,2.2795623530710326e-35,13,2.6116515577493864e-17,1,2.6116576788859193e-17,42
169,18,20,1.4975204294387368e-06,C,2.911214323830791e-06,14,0.9998754262924194,F,0.0,42
170,22,25,1.2581760500194985e-24,C,3.596015336701835e-24,14,1.0369536158964755e-19,F,3.3128962185983264e-22,42
171,27,33,0.0,N,0.0,31,1.0,#,1.0,42
172,6,8,0.01798430271446705,C,0.9388552904129028,5,0.9388552904129028,C,0.0,43
173,17,19,6.431620818148076e-07,C,1.4682137816635077e-06,15,2.179431930926512e-06,C,0.0,43
174,22,25,5.577834201464515e-13,S,4.1694312737954238e-16,22,5.577834201464515e-13,(,7.571470814410949e-15,43
175,26,29,0.017293602228164673,),0.009038031101226807,21,0.04303763434290886,S,0.002330003073439002,43
176,12,16,1.5933664110345802e-11,N,3.669259340810527e-11,1,2.1581636477918664e-09,O,6.611582809012972e-11,44
177,18,21,1.9214559188185376e-07,S,0.00021218044275883585,17,0.00021218044275883585,S,3.1803001121488705e-08,44
178,22,25,0.011663347482681274,),0.004777625668793917,17,0.3115425407886505,S,0.015320788137614727,44
179,33,35,0.0,C,0.0,0,0.0,<bos>,0.0,44
180,37,41,6.035861236817694e-14,C,1.1554710736036314e-23,34,1.0,Cl,5.335715616576234e-21,44
181,43,46,0.11212782561779022,C,0.002871530130505562,5,0.4479372203350067,O,0.0013897510943934321,44
182,3,5,1.4332583977626899e-31,C,0.0,3,1.4332583977626899e-31,(,0.0,45
183,6,8,4.3178683739597545e-08,),8.68015092692076e-07,1,4.4525946577778086e-05,C,0.0,45
184,14,16,1.1778489425115501e-12,N,2.1203459255048074e-07,12,0.9999997615814209,N,0.0,45
185,22,25,6.526881465851453e-12,C,2.6130595465190254e-09,19,0.8488936424255371,C,1.4851038590377e-17,45
186,27,34,7.072911468772037e-27,N,2.9593922340441875e-27,14,0.8899024128913879,(,1.83718108958273e-26,45
187,37,39,1.1805654584398574e-21,C,1.8356967939662093e-33,37,1.1805654584398574e-21,(,0.0,45
188,16,26,1.0623215650728576e-20,N,1.0575035947263754e-17,12,0.9998055100440979,C,1.6512143874436447e-09,46
189,28,31,1.18677410281087e-38,C,8.263457044123446e-42,23,0.9182688593864441,C,5.046117808987596e-40,46
190,16,20,9.518827948085118e-10,C,4.453711704988095e-12,1,3.182193268003175e-06,O,4.805449407285778e-07,47
191,23,26,0.0005920784315094352,C,8.723975042812526e-05,21,0.004303777124732733,N,6.14747914369218e-05,47
192,34,37,2.2455542633692538e-11,C,2.579519409217409e-15,35,0.9978260397911072,O,0.9978260397911072,47
193,7,9,9.916216292538138e-09,C,1.159171105769019e-07,6,1.159171105769019e-07,C,0.0,48
194,19,22,1.2455915474999572e-31,C,8.969589233605953e-28,16,0.9999798536300659,C,0.0,48
195,30,32,0.0,C,0.0,19,2.343013955375602e-27,(,0.0,48
196,38,40,0.0,C,0.0,0,0.0,<bos>,0.0,48
197,41,43,0.0,),0.0,16,0.9997938275337219,C,0.0,48
198,9,13,7.544081703174533e-20,C,1.1602438397630244e-31,11,1.289261717829504e-06,C,1.289261717829504e-06,49
199,16,19,5.317521542439522e-26,C,2.7115086813016557e-30,17,1.62827527129982e-24,=,1.62827527129982e-24,49
200,27,31,0.7309460639953613,C,0.0004455402959138155,27,0.7309460639953613,(,4.261112553649582e-05,49
201,9,11,0.156772181391716,C,0.008812903426587582,2,0.31564435362815857,C,0.0,50
202,14,16,3.863781330437632e-06,C,1.5647218560843612e-06,3,0.9994862079620361,O,0.0,50
203,22,25,1.5769211492155932e-09,S,4.447209357749671e-05,21,4.447209357749671e-05,S,4.469598469114544e-09,50
204,26,29,1.923646522072886e-07,),3.6539976377980565e-08,21,1.3882442999602063e-06,S,7.160203381317842e-07,50
205,32,34,0.002324911067262292,C,0.0002892975171562284,21,0.5310271382331848,S,0.0,50
206,12,20,5.676481578120729e-07,C,1.9478379442716687e-07,16,0.5644879937171936,1,0.6245884895324707,51
207,22,25,5.1119404462344e-25,C,5.902260374351521e-26,20,1.0859206785782778e-22,),3.24387453392887e-24,51
208,33,37,3.231535572467692e-08,C,1.196121684188256e-05,31,0.9677916765213013,O,1.980464787720848e-07,51
209,13,16,6.396166977982897e-20,C,1.8094168513145798e-18,10,9.735828809809277e-10,C,3.1083253452414954e-20,52
210,20,23,3.962053361989456e-15,C,2.805208346928222e-17,18,1.0211071571619712e-11,N,2.659155922258953e-14,52
211,17,22,6.309453510766616e-07,C,5.512870870916231e-08,13,0.00036531523801386356,N,3.152712815790437e-05,53
212,24,27,2.5163202632683124e-09,C,2.4424662115052342e-06,13,0.7811619639396667,N,1.6635882948978775e-10,53
213,30,32,0.016886260360479355,C,0.03459284082055092,13,0.3910878002643585,N,0.0,53
214,33,35,0.0013778593856841326,),0.000408932042773813,13,0.38396310806274414,N,0.0,53
215,42,44,8.76899178270385e-11,C,3.780737181657834e-11,17,0.8355256915092468,(,0.0,53
216,10,17,0.0015656185569241643,C,0.0005850911256857216,15,0.35108134150505066,O,0.3874150514602661,54
217,19,21,0.0020355605520308018,C,0.0032615605741739273,15,0.47653865814208984,O,0.0,54
218,24,27,7.626201892207973e-08,C,2.9411287982838985e-07,19,0.9839226603507996,(,3.2013289241739074e-10,54
219,31,33,0.002857689978554845,C,0.4981856942176819,30,0.4981856942176819,C,0.0,54
220,34,36,0.7195906639099121,),0.0019677935633808374,34,0.7195906639099121,(,0.0,54
221,11,13,1.5766032956162496e-13,C,4.643864737197134e-10,1,0.9995185136795044,N,0.0,55
222,15,18,1.1331834620230841e-14,C,5.065801510911738e-12,1,1.1170968150508997e-07,N,9.753432870379664e-13,55
223,25,27,2.967037790737416e-27,C,1.9750296381244723e-31,23,1.452241715012466e-14,=,0.0,55
224,31,33,2.1018474541804316e-19,C,9.231587945363715e-23,26,0.9988466501235962,F,0.0,55
225,10,17,0.0024225162342190742,C,0.0008049511816352606,1,0.4982008934020996,F,0.20010676980018616,56
226,23,28,0.006601094733923674,N,0.004141213838011026,18,0.22959838807582855,N,0.0038297087885439396,56
227,31,34,1.7283080618630633e-21,C,4.4510150355753766e-18,23,0.6197404861450195,(,5.651077417318509e-22,56
228,5,7,0.0043032183311879635,C,0.0021684628445655107,5,0.0043032183311879635,(,0.0,57
229,8,11,1.6750084652628061e-09,),2.0262760913603017e-10,9,4.3898430135413946e-07,C,4.3898430135413946e-07,57
230,14,17,8.570931187001918e-10,C,3.2707847541502133e-10,10,6.447948180721141e-06,O,5.781911838198539e-09,57
231,24,28,3.848126262084861e-09,C,5.4611329347586945e-11,10,0.9469936490058899,O,6.033375188341239e-11,57
232,34,36,1.6421119653386995e-05,C,7.675114883920475e-12,28,0.7505174875259399,),0.0,57
233,18,22,0.0958770290017128,C,0.00019257745589129627,18,0.0958770290017128,(,0.09389477223157883,58
234,24,27,1.063829945901866e-13,C,6.265757690471219e-09,18,0.9974703788757324,(,1.6061253076214005e-13,58
235,11,15,6.737182900451444e-08,C,0.00012026989134028554,7,0.0006119259633123875,C,2.126086656062398e-06,59
236,18,21,6.111161381626429e-13,C,2.385330160389193e-14,19,2.135341382880629e-12,=,2.135341382880629e-12,59
237,37,41,2.242685957151903e-28,C,1.9684224488647292e-32,26,0.968592643737793,C,1.01170287815703e-32,59
238,16,19,1.232229598830262e-28,C,2.520090566466943e-35,17,1.0,O,1.0,60
239,23,26,2.7371965913465524e-13,C,6.091856721488192e-16,21,5.743615999476148e-11,N,1.0892774244988628e-14,60
240,4,7,0.00024016087991185486,C,8.140894351527095e-06,2,0.0006719874800182879,1,6.826012395322323e-07,61
241,18,22,1.0284817619776732e-07,C,9.484006635585018e-11,1,0.08451440930366516,N,1.1858321435909147e-08,61
242,24,27,2.1035295958427014e-06,C,1.6358372931790655e-06,25,9.170918019663077e-06,=,9.170918019663077e-06,61
243,32,34,1.869261134768152e-10,C,5.187260065930843e-10,27,0.9796459078788757,),0.0,61
244,14,21,0.9968944787979126,1,1.2623901284314343e-06,14,0.9968944787979126,(,0.0030503510497510433,62
245,23,26,4.325352923051362e-11,C,1.294284501796028e-08,17,0.25703707337379456,O,4.725785192859211e-13,62
246,30,33,0.02951469086110592,C,5.975918156764237e-06,30,0.02951469086110592,(,0.0010563782416284084,62
247,11,15,8.06248934281939e-09,C,2.3502229851146694e-06,2,0.7737962007522583,S,7.495145837310702e-07,63
248,18,21,7.215187451947713e-06,C,1.7917054151439515e-07,2,0.06828441470861435,S,5.908037792323739e-07,63
249,26,29,6.358165410347283e-05,C,8.330125638167374e-07,27,0.00013571162708103657,=,0.00013571162708103657,63
250,18,21,0.0,N,0.0,12,1.0,N,0.0,64
251,23,26,1.394689167252941e-22,C,2.3468531072082316e-24,12,0.9987678527832031,N,1.0669635714093754e-26,64
252,33,37,2.4928314620864533e-11,N,2.9560422998287095e-09,26,0.999480664730072,),7.840476931017563e-18,64
253,39,41,1.7348275617934953e-23,C,8.290230958047845e-25,16,0.9811270833015442,C,0.0,64
254,42,44,0.0,),0.0,16,0.999935507774353,C,0.0,64
255,4,6,0.23616456985473633,C,0.029575705528259277,4,0.23616456985473633,(,0.0,65
256,11,14,1.9241022073401837e-06,C,1.2650440339712077e-06,7,0.003393801162019372,O,1.4559879673470277e-05,65
257,22,27,4.477084075915627e-05,C,7.609888416482136e-05,19,0.5687126517295837,C,5.336807475941896e-07,65
258,17,22,1.519825118621171e-14,C,1.8721814649648926e-15,8,0.8447504639625549,N,1.006288016238907e-14,66
259,24,26,2.7687775933629373e-26,C,9.389303525637967e-25,8,0.8467631340026855,N,0.0,66
260,29,32,5.646148831675926e-14,C,1.407568316460009e-13,24,0.4312516450881958,(,1.1029249093422747e-16,66
261,7,9,0.00021402347192633897,C,0.001591192209161818,1,0.06960618495941162,N,0.0,67
