,position of first of a pair,position of second of a pair,score of first of a pair,token before the pair,score of the token before the pair,position of max score in saliency map,max score in saliency map,max score token,sum of score between pair,which smile
68,12,19,0.00012059706205036491,c,1.2423259931892972e-07,15,0.0027704648673534393,(,0.0035047782585024834,21
69,27,29,1.06142658751196e-06,C,1.1905191499295142e-08,27,1.06142658751196e-06,(,0.0,21
70,6,31,4.28007716074541e-12,c,2.5730092833914017e-14,27,1.450698761118474e-07,(,4.023369228889351e-07,21
71,4,16,3.4167051241214275e-13,C,1.6013261099982995e-16,8,0.9997327923774719,N,0.9997388124465942,22
72,26,28,2.567299151046143e-10,c,7.124263134983266e-08,25,7.124263134983266e-08,c,0.0,22
73,13,19,1.0029642671938177e-09,c,7.386487289060082e-17,14,7.174442544055637e-06,C,7.174444817792391e-06,23
74,29,38,1.6734476275814814e-06,c,6.667000285176528e-10,34,0.9783717393875122,O,0.9945270419120789,23
75,30,32,8.792209460551164e-23,2,2.187744860013903e-15,29,2.187744860013903e-15,2,0.0,24
76,4,18,7.42220900625673e-13,C,1.7486443565858131e-15,16,0.00036707529216073453,n,0.0003670763107948005,25
77,26,29,9.869111881260955e-22,C,5.591270022452486e-23,27,2.514211983137976e-14,=,2.514211983137976e-14,25
78,24,38,2.0278305257193097e-08,N,1.0543936213025518e-07,36,0.01579338125884533,n,0.015799792483448982,25
79,8,11,4.915252602632141e-21,C,4.6099573637624375e-20,9,1.239864251330001e-19,=,1.239864251330001e-19,26
80,21,23,3.3398665777450987e-11,C,1.388820156968118e-12,19,9.818670321237732e-09,O,0.0,26
81,24,26,4.6949568677234765e-09,),2.8210133881656496e-11,24,4.6949568677234765e-09,(,0.0,26
82,18,28,7.229707943423591e-09,c,3.460564723667403e-09,25,6.146318810351659e-06,F,7.310586170206079e-06,26
83,6,32,1.1131779092260485e-12,c,4.8776873382352925e-14,19,3.469544026302174e-05,O,4.235394226270728e-05,26
84,34,36,3.824471406232988e-09,c,1.0939106287466416e-09,31,6.286984444159316e-08,2,0.0,26
85,12,22,1.3277523081001164e-08,c,4.670735798129044e-09,10,0.9991024732589722,n,2.723234832080479e-12,27
86,4,25,7.190668416603985e-13,C,1.4630897676119053e-13,23,6.137486343504861e-05,o,6.193352601258084e-05,27
87,35,38,3.976226707891328e-07,c,2.2561117418717913e-09,35,3.976226707891328e-07,(,2.396596414655505e-07,27
88,21,23,0.9999983310699463,C,9.608717189697313e-15,21,0.9999983310699463,(,0.0,28
89,19,26,3.957506489128595e-15,N,3.072225345624553e-15,23,1.1768720442617564e-09,),1.1811022160301832e-09,28
90,16,34,7.902261310588354e-12,c,3.5685788091904813e-13,32,0.9724434018135071,C,0.972845196723938,28
91,8,14,1.9398054343366944e-11,n,3.826507466442308e-08,10,5.863915362169791e-07,2,5.878235924683395e-07,29
92,16,19,1.6503166888615084e-11,c,1.2107499247973608e-12,16,1.6503166888615084e-11,(,1.659020035064962e-12,29
93,24,27,1.2434162906898623e-27,C,7.907012757276196e-28,24,1.2434162906898623e-27,(,1.7364896972674742e-28,29
94,35,37,2.0301739687076665e-24,c,5.392938420389004e-20,34,5.392938420389004e-20,c,0.0,29
95,21,40,1.3212106791086289e-20,n,1.1645235869680663e-21,36,0.0031821555458009243,Cl,0.0031821555458009243,29
96,7,10,0.0030429221224039793,c,3.489251184873865e-06,7,0.0030429221224039793,(,0.0024987657088786364,30
97,15,18,6.964307382258831e-33,C,6.804337642044273e-38,16,4.863247705058123e-31,=,4.863247705058123e-31,30
98,24,26,3.6406521629284096e-17,c,1.6023706075013824e-17,24,3.6406521629284096e-17,(,0.0,30
99,13,33,6.607823114659434e-26,c,7.309916242166148e-21,31,2.2756358429576462e-12,O,2.2761148434774503e-12,30
100,3,5,1.401298464324817e-45,C,0.0,3,1.401298464324817e-45,(,0.0,31
101,6,8,5.009319711314426e-40,),9.904373096073635e-30,5,9.904373096073635e-30,),0.0,31
102,16,26,4.0843802985149254e-17,c,1.1130643652138578e-18,23,0.9999940395355225,[nH],0.9999955892562866,31
103,7,10,0.0030429221224039793,c,3.489251184873865e-06,7,0.0030429221224039793,(,0.0024987657088786364,32
104,15,18,7.679292417191681e-32,C,9.422877380521157e-39,16,1.1173788358913578e-21,=,1.1173788358913578e-21,32
105,29,31,0.0011093872599303722,C,6.7744657106239e-11,29,0.0011093872599303722,(,0.0,32
106,27,34,3.413889722130026e-14,c,1.587429846284323e-15,31,1.5985421319975046e-10,),1.8481433050610008e-10,32
107,12,37,3.7476242270052806e-13,c,1.2292000252535741e-15,34,1.0551715945439355e-07,),1.5530288521858893e-07,32
108,4,7,1.181961780107422e-22,C,1.1825528088368283e-29,5,1.7594525175931295e-22,=,1.7594525175931295e-22,33
109,15,18,1.362332738809555e-26,S,2.101195855561813e-25,14,2.101195855561813e-25,S,5.834874011527356e-27,33
110,19,22,4.815144866338597e-22,),1.350341506838263e-38,19,4.815144866338597e-22,(,1.3977033574401361e-24,33
111,13,31,3.983288024755893e-06,c,0.004796602297574282,10,0.9829505085945129,s,0.0005772651638835669,33
112,12,15,1.900570674164627e-16,C,1.632478637133509e-14,10,3.409011354454927e-13,N,1.1063894212685194e-13,34
113,8,28,1.329578130536066e-13,c,3.4437313704881525e-14,1,0.9999961853027344,N,1.3735877019138698e-11,34
114,12,15,1.3401337873621133e-13,C,1.3733494421760707e-16,8,1.0649738903245609e-11,2,1.2389963187364739e-12,35
115,22,30,3.3009298918539783e-19,c,6.281854636101065e-23,23,1.159446887458171e-12,O,1.4760458480478356e-12,35
116,9,34,2.9069567972328514e-05,2,1.9627768779173493e-06,29,0.006899872329086065,4,0.007911314256489277,35
117,6,39,1.7552723718949892e-08,c,5.981118378350914e-10,8,0.000747491663787514,2,0.0009394859662279487,35
118,4,15,0.00034076248994097114,C,7.208518945844844e-05,12,0.024312566965818405,n,0.028611408546566963,36
119,22,31,1.057797295936358e-12,c,2.4804563649371766e-14,29,4.328748764237389e-05,n,4.34288740507327e-05,36
120,10,12,1.6575358707110466e-13,C,8.476577187561951e-14,10,1.6575358707110466e-13,(,0.0,37
121,13,15,1.0447182276911125e-37,),1.6617592181359819e-31,12,1.6617592181359819e-31,),0.0,37
122,8,17,0.0,c,0.0,0,0.0,<bos>,0.0,37
123,25,27,1.2839741422854267e-11,c,1.2426975004586893e-09,2,6.602727697924138e-09,#,0.0,37
124,5,8,1.3178045419758207e-14,C,5.874364154339766e-18,6,4.7886479503933543e-11,=,4.7886479503933543e-11,38
125,10,12,0.010024355724453926,N,0.0008337690960615873,5,0.03751709312200546,(,0.0,38
126,15,18,1.5289448526689675e-11,C,1.4804745970820044e-11,16,5.823247439806778e-11,=,5.823247439806778e-11,38
127,20,22,4.759380445307215e-09,N,9.206369555592175e-10,14,0.9995562434196472,C,0.0,38
128,3,31,1.195914589580127e-09,C,6.015512532542289e-10,29,0.5802980065345764,s,0.5803013443946838,38
129,4,6,0.09273634105920792,1,0.017335915938019753,4,0.09273634105920792,(,0.0,39
130,11,14,1.0048763151065898e-21,S,1.1378600553328393e-17,10,1.1378600553328393e-17,S,2.3875257894052954e-24,39
131,15,18,5.919870048173299e-19,),3.846849142912121e-25,15,5.919870048173299e-19,(,2.0971392586580018e-22,39
132,23,25,3.753417119212871e-14,c,7.206223431291316e-15,23,3.753417119212871e-14,(,0.0,39
133,27,29,2.5745758751286877e-18,c,4.787678475462648e-19,27,2.5745758751286877e-18,(,0.0,39
134,31,33,3.1718465478074884e-19,c,2.051917410690053e-19,31,3.1718465478074884e-19,(,0.0,39
135,9,36,2.2518977588036094e-20,N,4.193273725112402e-19,31,0.0010439720936119556,(,0.0010439723264425993,39
136,3,6,5.604685832768782e-21,S,3.729123781544303e-23,3,5.604685832768782e-21,(,6.1080103923005065e-22,40
137,7,10,6.180243762501231e-15,),2.0303623691174388e-14,6,2.0303623691174388e-14,),3.643095323585646e-18,40
138,19,22,1.1660271369207559e-23,C,5.230548080863488e-34,19,1.1660271369207559e-23,(,1.1895578523880677e-27,40
139,28,30,1.0463952621053707e-11,c,3.985260370678329e-15,28,1.0463952621053707e-11,(,0.0,40
140,17,36,1.3619147103225219e-22,N,2.653350643619328e-21,34,4.227038302175544e-15,2,5.494467677195783e-15,40
141,9,12,3.2941632061023185e-11,S,7.823785889982116e-12,10,9.613638773942057e-09,=,9.613638773942057e-09,41
142,13,16,2.354965145126627e-29,),2.7812691660226104e-40,13,2.354965145126627e-29,(,2.1909435471078035e-30,41
143,25,27,0.006204191595315933,2,9.377800438414852e-07,25,0.006204191595315933,(,0.0,41
144,7,29,5.085143243988011e-12,c,9.543240357028429e-14,27,0.0029897745698690414,),0.003172644879668951,41
145,36,38,0.25147774815559387,C,0.00048732353025116026,34,0.3739667534828186,N,0.0,41
146,4,20,2.002579959498041e-12,C,2.4671451405271216e-13,10,4.037521284772083e-05,n,4.224182339385152e-05,42
147,28,31,6.782312993891537e-05,c,4.2757863916165206e-10,28,6.782312993891537e-05,(,1.8575649907148772e-09,42
148,7,9,0.02966504916548729,c,0.06683766096830368,6,0.06683766096830368,c,0.0,43
149,15,18,3.275472594145769e-23,C,1.530586898038525e-23,16,2.2146402798172888e-22,=,2.2146402798172888e-22,43
150,24,26,0.001251105684787035,c,9.659614761403645e-07,14,0.007237037178128958,C,0.0,43
151,28,30,6.35796368442243e-07,c,4.489767668758304e-09,28,6.35796368442243e-07,(,0.0,43
152,11,33,9.050557251922885e-20,c,1.76476721866201e-20,31,0.0001396925508743152,s,0.0001396925508743152,43
153,4,13,1.2955433703609742e-07,C,6.180641776154516e-08,11,0.0009683759417384863,C,0.0012007721234112978,44
154,23,26,1.4815872350802802e-19,C,4.452441882632187e-25,24,4.515348387331229e-19,=,4.515348387331229e-19,44
155,11,14,3.3230370816796523e-28,C,3.0666808607142917e-34,12,1.9580748145114354e-17,=,1.9580748145114354e-17,45
156,23,26,1.7103376007132631e-13,C,2.2268012282657212e-18,23,1.7103376007132631e-13,(,2.4810641110768316e-15,45
157,21,29,5.160246928426204e-06,C,7.306020677333436e-08,17,0.0010194319766014814,2,6.838711783530016e-07,45
158,9,33,1.0966644094197793e-16,N,1.2806781647641011e-17,29,1.3327925429962306e-09,),1.4276602122720305e-09,45
159,6,8,0.06230757012963295,c,0.1283821314573288,5,0.1283821314573288,c,0.0,46
160,10,12,1.7305703750025714e-06,c,4.420839559315937e-06,4,0.0885399580001831,n,0.0,46
161,23,26,1.509130242993706e-07,c,1.2944072029508202e-11,23,1.509130242993706e-07,(,2.36868691327885e-10,46
162,14,31,1.2094284022142796e-22,c,2.921417710365732e-27,29,0.9970405697822571,O,0.9970405697822571,46
163,11,14,5.262641479930608e-06,c,7.868399820587513e-10,12,0.692872166633606,s,0.692872166633606,47
164,4,20,1.687142938376629e-12,C,1.2094924273071636e-15,12,0.003438336309045553,s,0.003803608473390341,47
165,26,35,6.23345113126561e-05,N,0.00019612451433204114,33,0.06411398947238922,n,0.0669066309928894,47
166,5,8,1.358186115342792e-27,C,1.132386486423956e-39,6,2.1652782868606064e-22,=,2.1652782868606064e-22,48
167,20,23,0.00015657543553970754,c,6.278317596297711e-05,21,0.07715951651334763,O,0.07715951651334763,48
168,13,27,0.0001741060841595754,c,6.41308433841914e-05,23,0.00332029745914042,),0.008740318939089775,48
169,9,12,8.165075603486227e-13,S,2.8506293462890464e-13,10,1.1953314726920183e-10,=,1.1953314726920183e-10,49
170,13,16,1.7333737530235976e-34,),0.0,14,1.2554215268499515e-28,=,1.2554215268499515e-28,49
171,7,32,6.0230163726703325e-22,c,4.743160614539583e-23,29,0.9999412298202515,o,0.9999412298202515,49
172,37,39,0.20536401867866516,C,1.2475250343868538e-07,37,0.20536401867866516,(,0.0,49
173,3,13,4.635233308292186e-10,C,8.551906578724289e-12,9,0.9980680346488953,O,0.9999428391456604,50
174,16,19,5.062670727085106e-09,C,2.7810942784811665e-11,17,2.6787963633978507e-06,=,2.6787963633978507e-06,50
175,10,12,0.0,c,0.0,0,0.0,<bos>,0.0,51
176,16,18,0.0004475829191505909,C,2.975965252005608e-08,16,0.0004475829191505909,(,0.0,51
177,14,21,2.119774494824256e-11,c,1.6202546249122207e-11,19,7.66805499097245e-07,=,8.380357598980481e-07,51
178,3,24,3.974861337258721e-22,C,4.516627057147429e-25,21,4.112328812354071e-16,),4.1310053594454364e-16,51
179,6,8,0.06230757012963295,c,0.1283821314573288,5,0.1283821314573288,c,0.0,52
180,23,25,0.0014623724855482578,C,2.871107129820416e-09,23,0.0014623724855482578,(,0.0,52
181,26,28,1.6276475926597778e-17,),3.6877445478177885e-16,25,3.6877445478177885e-16,),0.0,52
182,21,30,7.331361537819825e-14,c,1.2049138542382515e-13,26,1.077964384421648e-09,(,1.1284567724700878e-09,52
183,10,35,4.5344573907334096e-14,n,1.2948986534996963e-14,33,3.5661344099935377e-07,n,4.5694855543843005e-07,52
184,8,11,1.6809871542019144e-25,C,8.899507862843827e-32,9,3.6732833131279934e-16,=,3.6732833131279934e-16,53
185,18,21,2.1278546979974777e-10,c,6.468310609353267e-11,6,0.9997864365577698,N,2.088833772617704e-09,53
186,4,7,1.181961780107422e-22,C,1.1825528088368283e-29,5,1.7594525175931295e-22,=,1.7594525175931295e-22,54
187,12,21,1.4281340554589406e-08,C,1.0188761116812321e-14,13,1.0,c,1.0,54
188,24,27,3.3453807191108353e-07,C,4.4143461108703264e-10,24,3.3453807191108353e-07,(,4.9230710175152126e-08,54
189,36,38,2.3313423132102773e-13,c,8.655236235533025e-16,36,2.3313423132102773e-13,(,0.0,54
190,40,42,1.514012710774476e-13,c,2.1256486967737714e-13,32,2.9675231456166573e-13,1,0.0,54
191,17,20,3.643759773075406e-12,C,6.300497775411917e-13,18,3.0913292758949495e-11,=,3.0913292758949495e-11,55
192,22,24,0.0278983972966671,N,0.003836726536974311,22,0.0278983972966671,(,0.0,55
193,31,33,1.4041276039939845e-23,c,4.876235318962392e-30,31,1.4041276039939845e-23,(,0.0,55
194,15,37,4.639900907932315e-06,c,1.1734684057795874e-10,9,0.5065412521362305,-,0.03059568628668785,55
195,8,40,3.569847239573157e-18,c,1.9119451386080975e-19,37,1.5272850077963085e-06,),1.5503180748055456e-06,55
196,4,7,1.181961780107422e-22,C,1.1825528088368283e-29,5,1.7594525175931295e-22,=,1.7594525175931295e-22,56
197,15,18,5.544597619197719e-26,C,7.629354607002568e-34,16,3.009523467833438e-19,=,3.009523467833438e-19,56
198,12,31,2.4450601286208403e-15,c,1.64159199166796e-15,28,4.255526597773951e-09,2,4.5995980357815824e-09,56
199,13,16,7.67081864694319e-09,c,7.638059455750135e-12,13,7.67081864694319e-09,(,7.613046998367068e-11,57
200,4,21,1.2034311679310292e-33,C,1.592944246201272e-39,19,6.209868388395989e-06,O,6.209868388395989e-06,57
201,27,29,0.0011375261237844825,C,0.002066180109977722,26,0.002066180109977722,C,0.0,57
202,31,34,6.950460829102667e-07,C,1.0520443125331107e-14,31,6.950460829102667e-07,(,1.044355642004953e-13,57
203,6,8,0.039686284959316254,c,0.02741454541683197,3,0.05988052859902382,1,0.0,58
204,10,14,2.5053286347866363e-28,c,4.906115772633864e-34,12,4.4887542571814265e-08,#,4.4887542571814265e-08,58
205,22,24,0.2471776306629181,C,0.03270749747753143,22,0.2471776306629181,(,0.0,58
206,16,30,4.2214523162269954e-26,c,1.4684034075338797e-26,27,7.209657724160934e-07,2,7.209657724160934e-07,58
207,7,10,1.860723400892429e-20,C,5.694719427183088e-24,7,1.860723400892429e-20,(,5.837112528221735e-23,59
208,22,24,0.017749836668372154,C,0.0015870500355958939,22,0.017749836668372154,(,0.0,59
209,17,27,2.571791469520893e-23,c,2.3079245964726114e-24,24,4.287614286914909e-15,),4.288269890416084e-15,59
210,4,31,3.9111029082050663e-08,1,0.09100207686424255,3,0.09100207686424255,1,1.1369463948085468e-07,59
211,4,16,7.022440939863372e-08,C,1.4146967153294554e-08,14,0.0021312988828867674,1,0.0021420554257929325,60
212,25,27,7.336671359325919e-08,c,3.396323444704308e-09,25,7.336671359325919e-08,(,0.0,60
213,18,31,1.4441872142612056e-09,N,4.4289016898346745e-10,15,0.020380249246954918,O,4.2348805351366536e-08,60
214,3,5,0.08516626060009003,C,0.07320992648601532,3,0.08516626060009003,(,0.0,61
215,16,19,1.4264001761741989e-34,S,6.546877215996344e-34,15,6.546877215996344e-34,S,1.452138336710548e-34,61
216,20,23,1.783061816685444e-13,),4.33163343443958e-18,21,8.356090342234723e-13,=,8.356090342234723e-13,61
217,25,27,2.672695675887127e-10,N,5.4892243528392726e-11,5,3.5665763675751805e-07,),0.0,61
218,14,29,4.9414847325124356e-08,c,1.3288745215334075e-08,15,0.9820811152458191,S,0.9820811152458191,61
219,10,12,0.024042224511504173,N,0.09081071615219116,9,0.09081071615219116,N,0.0,62
220,14,17,3.123761389208561e-23,C,1.8927653405189216e-22,15,2.7865291456210663e-20,=,2.7865291456210663e-20,62
221,23,32,6.012402066420423e-15,c,1.177236664904446e-17,30,1.0402028237876948e-05,n,1.0402622137917206e-05,62
222,7,39,6.859454952830302e-13,c,2.5080163098233077e-13,36,3.6114595332037425e-06,2,3.6162668948236387e-06,62
223,6,9,3.7058772339587974e-25,C,4.355915251830799e-30,7,4.784789094808909e-21,=,4.784789094808909e-21,63
224,20,23,5.622125352709071e-18,C,7.159307758650558e-17,19,7.159307758650558e-17,C,7.423707149261549e-19,63
225,9,12,1.2541265769998227e-17,C,4.798845510667342e-21,10,1.3688454437407194e-17,=,1.3688454437407194e-17,64
226,16,18,0.03810920938849449,C,0.02354234829545021,16,0.03810920938849449,(,0.0,64
227,19,21,1.789428642950952e-05,),5.615852782803188e-10,19,1.789428642950952e-05,(,0.0,64
228,26,28,0.0003130178665742278,C,1.8731842033048451e-07,26,0.0003130178665742278,(,0.0,64
229,31,33,5.125956477058935e-07,C,8.236993309651552e-09,31,5.125956477058935e-07,(,0.0,64
230,7,36,2.4284127498900445e-22,c,6.306513796909549e-23,32,2.7787018908043137e-08,C,2.7799593738109252e-08,64
231,6,9,8.535671571055864e-20,C,1.578822024885774e-25,6,8.535671571055864e-20,(,3.8607517717570306e-20,65
232,18,21,1.272130178975317e-10,C,8.341304331819545e-15,18,1.272130178975317e-10,(,2.4371672215084406e-12,65
233,27,30,0.0014228248037397861,c,2.756291451078141e-06,27,0.0014228248037397861,(,0.00035550881875678897,65
234,32,35,5.950287869848844e-14,c,2.541414689047577e-20,33,5.409474397310987e-07,O,5.409474397310987e-07,65
235,15,38,2.132969106120729e-30,c,9.151825962006305e-33,32,1.3019616046431517e-19,(,2.0818815113919036e-19,65
236,15,18,2.802556555694743e-24,C,6.496535242847911e-23,11,9.64319403296077e-19,[nH],5.037362313282797e-22,66
237,23,25,0.000670580833684653,C,1.912111292767804e-05,11,0.038985077291727066,[nH],0.0,66
238,28,30,0.8774176239967346,C,5.450575990550988e-09,28,0.8774176239967346,(,0.0,66
239,13,33,6.383737082658497e-27,c,7.436488523673459e-27,28,3.2274672517873526e-11,(,3.260375303071328e-11,66
240,6,36,3.281366263866002e-17,c,1.0593339179472868e-18,11,5.927786696702242e-05,[nH],5.9277870605001226e-05,66
241,3,6,5.604685832768782e-21,S,3.729123781544303e-23,3,5.604685832768782e-21,(,6.1080103923005065e-22,67
242,7,10,6.180243762501231e-15,),2.0303623691174388e-14,6,2.0303623691174388e-14,),3.643095323585646e-18,67
243,19,22,1.7562995227257423e-16,C,6.031299790828388e-23,19,1.7562995227257423e-16,(,5.423988712632713e-20,67
244,17,32,3.390958625004714e-08,c,5.0595055256508203e-08,28,0.5568534135818481,n,0.5569032430648804,67
245,7,9,0.09921853244304657,c,0.020056724548339844,7,0.09921853244304657,(,0.0,68
246,16,19,2.332448950813155e-25,C,2.0506684678202235e-31,17,9.424022280152876e-25,=,9.424022280152876e-25,68
247,33,36,6.320125493916237e-14,2,7.082218496027556e-17,33,6.320125493916237e-14,(,3.8810403149844543e-20,68
248,25,39,4.506110670823892e-15,c,2.2152011947711349e-16,31,6.301295070443302e-05,S,0.00010453029244672507,68
